dd,mm,yy,hh,Rainfall (mm),Wind Dir. (Deg.),Av wind Speed m/s,Global Rad(W/Sq.M.),Air Temperature,Relative Humidity(%)
15,6,2016,00:00:00,0,164.15,1.553,-0.1,2.47,94.2
15,6,2016,01:00:00,0,169.34,1.798,-0.1,2.57,81
15,6,2016,02:00:00,0,163.78,1.263,-0.2,2.37,79.7
15,6,2016,03:00:00,0,169.36,1.347,-0.1,3.38,83.9
15,6,2016,04:00:00,0,155.18,1.402,-0.2,4.28,86.7
15,6,2016,05:00:00,0,153.17,1.438,-0.3,4.6,87.3
15,6,2016,06:00:00,0,145.44,1.216,-0.3,5.24,87
15,6,2016,07:00:00,0,121.3,1.386,14.3,5.06,87.4
15,6,2016,08:00:00,0,116.55,1.231,205.9,6.61,82.4
15,6,2016,09:00:00,0,66.53,1.748,381,8.85,72.7
15,6,2016,10:00:00,0,65.54,1.113,503.8,10.22,68.7
15,6,2016,11:00:00,0,54.58,1.582,580.7,11.11,65.1
15,6,2016,12:00:00,0,216.5,1.178,596.5,12.59,58.8
15,6,2016,13:00:00,0,183.05,1.174,546.8,13.3,55.4
15,6,2016,14:00:00,0,282.67,1.767,435.1,13.39,52.5
15,6,2016,15:00:00,0,207.47,1.35,274.7,13.44,55.4
15,6,2016,16:00:00,0,205.89,0.488,104.3,12.55,60.2
15,6,2016,17:00:00,0,214.69,0.392,1,9.63,70.2
15,6,2016,18:00:00,0,197.56,0.516,-0.8,7.88,80.6
15,6,2016,19:00:00,0,190.57,0.721,-0.7,7.02,84.4
15,6,2016,20:00:00,0,212.15,0.444,-0.7,6.73,83.2
15,6,2016,21:00:00,0,215.8,0.494,-0.5,6.02,86.8
15,6,2016,22:00:00,0,234.2,0.439,-0.5,5.65,90.5
15,6,2016,23:00:00,0,226.52,0.442,-0.5,5.68,92
16,6,2016,00:00:00,0,237.3,0.553,-0.6,5.76,91.9
16,6,2016,01:00:00,0,174.5,0.53,-0.5,5.53,93
16,6,2016,02:00:00,0,231.3,0.604,-0.5,5.09,94.1
16,6,2016,03:00:00,0,243.87,0.843,-0.4,4.7,94.2
16,6,2016,04:00:00,0,238.42,1.133,-0.3,4.49,94.7
16,6,2016,05:00:00,0,299.47,1.902,-0.4,4.62,95
16,6,2016,06:00:00,0,239.71,0.938,-0.4,4.69,94.9
16,6,2016,07:00:00,0,139.96,0.632,13.6,4.82,95
16,6,2016,08:00:00,0,247.85,0.515,200.5,6.05,95.1
16,6,2016,09:00:00,0,326.17,2.172,371.8,8.64,85.4
16,6,2016,10:00:00,0,310.54,4.065,490.5,10.74,72.3
16,6,2016,11:00:00,0,300.09,4.836,496.4,11.22,68.3
16,6,2016,12:00:00,0,295.68,4.222,427.3,11.39,68
16,6,2016,13:00:00,0,301.69,3.465,370,11.38,72.1
16,6,2016,14:00:00,0,326.76,3.042,253.3,11.26,73.3
16,6,2016,15:00:00,0,317.47,2.69,180.4,11.19,72.8
16,6,2016,16:00:00,0,320.58,2,45.7,10.27,76.9
16,6,2016,17:00:00,0,268.54,1.035,0.2,9.01,82.9
16,6,2016,18:00:00,0,165.9,0.343,-0.8,7.26,91.1
16,6,2016,19:00:00,0,165.12,0.491,-0.7,6.37,93
16,6,2016,20:00:00,0,284.89,0.553,-0.8,6.04,93.8
16,6,2016,21:00:00,0,326.68,1.57,-0.8,6.36,90.2
16,6,2016,22:00:00,0,319.73,2.685,-0.9,7.41,85.3
16,6,2016,23:00:00,0,315.86,2.441,-0.9,7.53,83.1
17,6,2016,00:00:00,0,318.35,2.496,-1.2,7.91,81.7
17,6,2016,01:00:00,0,321.67,2.491,-1.3,8.53,78.9
17,6,2016,02:00:00,0,318.02,2.605,-1.5,9.21,81.3
17,6,2016,03:00:00,0,326.64,3.53,-1.6,9.84,83.8
17,6,2016,04:00:00,0,312.72,4.3,-1.6,9.92,86.2
17,6,2016,05:00:00,0,324.55,4.231,-1.6,9.74,88.9
17,6,2016,06:00:00,0,318.25,4.707,-1.5,9.2,92.2
17,6,2016,07:00:00,0,322.85,3.858,0.3,8.8,93.8
17,6,2016,08:00:00,0,324.09,3.919,9.5,8.7,94.5
17,6,2016,09:00:00,0,292.93,5.09,33.4,9.16,94.8
17,6,2016,10:00:00,0,324.13,5.066,47.6,9.39,94.8
17,6,2016,11:00:00,0,324.78,5.539,61.1,9.69,94.9
17,6,2016,12:00:00,0,321.13,4.606,63.3,10.01,95
17,6,2016,13:00:00,0,321.03,4.818,57.5,10.19,95
17,6,2016,14:00:00,0,326.75,4.172,46.1,10.44,95
17,6,2016,15:00:00,0,316.06,4.368,22.6,10.52,95.1
17,6,2016,16:00:00,0,324.09,3.607,3.9,10.59,95.1
17,6,2016,17:00:00,0,316.39,3.435,-1.7,10.58,95.1
17,6,2016,18:00:00,0,327.73,3.133,-1.8,10.64,95.1
17,6,2016,19:00:00,0,305.61,3.485,-1.8,10.63,95.1
17,6,2016,20:00:00,0,322.47,2.27,-1.8,10.61,95.1
17,6,2016,21:00:00,0,332.56,2.332,-1.8,10.62,95.1
17,6,2016,22:00:00,0,308.07,1.318,-1.8,10.65,95.2
17,6,2016,23:00:00,0,191.56,1.011,-1.8,10.81,95.2
18,6,2016,00:00:00,0,283.84,3.184,-1.9,10.9,95.2
18,6,2016,01:00:00,0,316.41,3.919,-1.8,10.74,95.2
18,6,2016,02:00:00,0,312.54,3.036,-1.8,10.62,95.2
18,6,2016,03:00:00,0,338.05,4.502,-1.8,10.62,95.1
18,6,2016,04:00:00,0,324.65,3.64,-1.8,10.51,95.1
18,6,2016,05:00:00,0,333.72,2.804,-1.8,10.5,95.1
18,6,2016,06:00:00,0,328.75,3.709,-1.8,10.5,95.1
18,6,2016,07:00:00,0,314.75,2.968,1.1,10.53,95.1
18,6,2016,08:00:00,0,281.8,3.351,49.2,10.38,94.9
18,6,2016,09:00:00,0,277.89,3.379,81.7,10.25,94.1
18,6,2016,10:00:00,0,282.07,3.125,161.3,10.49,92.8
18,6,2016,11:00:00,0,292.03,2.121,260.4,10.72,91.5
18,6,2016,12:00:00,0,271.76,2.437,256.5,11.25,89
18,6,2016,13:00:00,0,291.84,2.348,165.2,11.31,88.6
18,6,2016,14:00:00,0,301.93,2.153,129.4,11.35,88.7
18,6,2016,15:00:00,0,308.64,1.596,70,10.94,90.9
18,6,2016,16:00:00,0,291.06,1.558,38.1,10.54,89.7
18,6,2016,17:00:00,0,148,0.531,-0.6,9.5,92.1
18,6,2016,18:00:00,0,171.04,0.857,-1.3,9,92.8
18,6,2016,19:00:00,0,149.45,0.715,-1.2,8.34,94.1
18,6,2016,20:00:00,0,136.91,0.742,-1.2,8.09,94.8
18,6,2016,21:00:00,0,159.64,0.992,-1.1,7.7,94.7
18,6,2016,22:00:00,0,143.05,1.057,-1.1,7.52,94.9
18,6,2016,23:00:00,0,156.02,1.005,-1.2,7.69,95
19,6,2016,00:00:00,0,166.14,0.953,-1.2,7.99,95.1
19,6,2016,01:00:00,0,136.73,1.241,-1.2,8.24,95.1
19,6,2016,02:00:00,0,99.38,1.254,-1.4,8.53,95.1
19,6,2016,03:00:00,0,141.7,1.226,-1.4,8.5,94.8
19,6,2016,04:00:00,0,103.23,1.02,-1.4,8.59,94.1
19,6,2016,05:00:00,0,91.35,1.033,-1.4,8.57,93.3
19,6,2016,06:00:00,0,100.03,1.715,-1.4,8.69,92.2
19,6,2016,07:00:00,0,117.09,1.89,1.3,8.99,90.2
19,6,2016,08:00:00,0,99.63,2.07,15,9.48,88.5
19,6,2016,09:00:00,0,119.73,3.005,43.9,9.66,90.2
19,6,2016,10:00:00,0,108.31,2.428,46.2,10.18,90.9
19,6,2016,11:00:00,0,101.14,2.544,56.6,10.14,92.8
19,6,2016,12:00:00,0,104.33,2.714,62.3,10.36,92.6
19,6,2016,13:00:00,0,103.35,4.507,42.4,10.37,92.6
19,6,2016,14:00:00,0,99.02,4.192,29.7,10.5,92.8
19,6,2016,15:00:00,0,80.73,4.146,14.9,10.7,93
19,6,2016,16:00:00,0,69.03,4.768,6.5,10.86,93.1
19,6,2016,17:00:00,0,90.29,2.694,-1.8,11.02,94
19,6,2016,18:00:00,0,77.03,1.716,-1.9,11.21,94.3
19,6,2016,19:00:00,0,197.36,1.935,-1.9,11.28,94.1
19,6,2016,20:00:00,0,250.23,3.101,-1.9,11.25,91.8
19,6,2016,21:00:00,0,333.61,4.743,-1.7,10.53,91.4
19,6,2016,22:00:00,0,310.5,4.612,-1.6,9.9,91.5
19,6,2016,23:00:00,0,339.24,4.492,-1.6,9.94,92.8
20,6,2016,00:00:00,0,313.29,5.119,-1.6,9.97,93
20,6,2016,01:00:00,0,327.79,6.322,-1.6,9.52,93.3
20,6,2016,02:00:00,0,315.81,6.772,-1.4,8.65,93.3
20,6,2016,03:00:00,0,307.36,5.119,-1.2,7.61,93.9
20,6,2016,04:00:00,0,323.78,5.449,-1.2,7.4,93.7
20,6,2016,05:00:00,0,323.02,5.114,-1.1,7.33,94.2
20,6,2016,06:00:00,0,314.12,4.425,-1,7.15,94.1
20,6,2016,07:00:00,0,323.89,4.928,3.8,6.73,94.3
20,6,2016,08:00:00,0,333.19,4.866,33.6,6.93,94.8
20,6,2016,09:00:00,0,316.77,5.987,54.2,6.95,94.5
20,6,2016,10:00:00,0,310.02,5.604,61.7,6.86,93.9
20,6,2016,11:00:00,0,300.14,5.992,78.1,6.87,93
20,6,2016,12:00:00,0,285.56,7.414,128.2,6.58,92.4
20,6,2016,13:00:00,0,273.67,5.942,137.9,6.59,92.6
20,6,2016,14:00:00,0,274.41,5.908,128.2,6.55,92.2
20,6,2016,15:00:00,0,271.14,5.974,56.8,6.29,92.5
20,6,2016,16:00:00,0,255.72,6.372,18.8,6.03,92.8
20,6,2016,17:00:00,0,275.59,4.877,-0.5,5.96,92.7
20,6,2016,18:00:00,0,286.59,5.771,-0.8,5.84,92.9
20,6,2016,19:00:00,0,279.09,5.526,-0.8,5.88,93
20,6,2016,20:00:00,0,283.29,4.363,-0.8,6.03,93
20,6,2016,21:00:00,0,280.67,5.091,-0.8,6.17,93.1
20,6,2016,22:00:00,0,275.06,5.208,-0.9,6.49,92.9
20,6,2016,23:00:00,0,275.55,5.06,-0.9,6.59,92.7
21,6,2016,00:00:00,0,270.69,5.983,-0.9,6.74,92.8
21,6,2016,01:00:00,0,267.93,5.632,-0.9,6.63,93.8
21,6,2016,02:00:00,0,268.71,5.063,-0.8,6.29,94.1
21,6,2016,03:00:00,0,264.2,4.866,-0.9,6.37,93.3
21,6,2016,04:00:00,0,265.02,3.601,-0.9,6.37,93.1
21,6,2016,05:00:00,0,266.48,4.108,-0.8,6.34,93
21,6,2016,06:00:00,0,266.39,4.937,-0.8,5.97,93.8
21,6,2016,07:00:00,0,268.47,4.452,4.5,5.67,91.4
21,6,2016,08:00:00,0,265.55,4.312,24.1,5.58,91.3
21,6,2016,09:00:00,0,271.22,4.074,39.8,5.51,91.3
21,6,2016,10:00:00,0,290.24,4.117,65.5,5.42,90.1
21,6,2016,11:00:00,0,280.89,4.225,148.1,5.92,87.4
21,6,2016,12:00:00,0,284.64,5.413,139.1,5.87,87
21,6,2016,13:00:00,0,288.18,5.431,151.3,5.7,86.8
21,6,2016,14:00:00,0,296.02,5.94,196.7,5.94,84.1
21,6,2016,15:00:00,0,291.64,5.905,92.4,5.61,83.5
21,6,2016,16:00:00,0,297.48,6.628,14.4,5.24,87.3
21,6,2016,17:00:00,0,292.29,6.307,-0.4,5.19,89.7
21,6,2016,18:00:00,0,310.04,6.22,-0.7,5.14,91.3
21,6,2016,19:00:00,0,310.72,6.184,-0.7,5.22,92
21,6,2016,20:00:00,0,305.1,6.821,-0.8,5.38,92.8
21,6,2016,21:00:00,0,301.2,6.931,-0.8,5.36,93.3
21,6,2016,22:00:00,0,310.76,5.977,-0.8,5.29,94
21,6,2016,23:00:00,0,306.87,5.829,-0.8,5.57,94.3
22,6,2016,00:00:00,0,301.87,5.84,-0.8,5.84,94.2
22,6,2016,01:00:00,0,296.06,5.895,-0.8,6.11,94.1
22,6,2016,02:00:00,0,299.44,5.864,-0.9,6.41,94.1
22,6,2016,03:00:00,0,288.93,5.586,-0.9,6.62,93.4
22,6,2016,04:00:00,0,275.41,5.247,-0.9,6.79,93.2
22,6,2016,05:00:00,0,254.11,5.399,-0.9,6.77,91.8
22,6,2016,06:00:00,0,253.27,4.957,-0.8,6.6,88.6
22,6,2016,07:00:00,0,257.42,4.485,9.3,6.21,90.3
22,6,2016,08:00:00,0,249.68,4.378,57.5,5.86,89.1
22,6,2016,09:00:00,0,252.87,4.164,147.7,6.47,87.4
22,6,2016,10:00:00,0,254.82,3.91,200.2,6.71,88.3
22,6,2016,11:00:00,0,250.76,4.593,270.8,7.09,86
22,6,2016,12:00:00,0,258.17,4.631,159.3,6.46,88
22,6,2016,13:00:00,0,275.1,4.297,140,6.62,88.8
22,6,2016,14:00:00,0,271.2,3.944,207.2,7.16,85.1
22,6,2016,15:00:00,0,246.32,2.924,115.9,7.11,80.3
22,6,2016,16:00:00,0,246.98,3.786,48.4,6.52,81.1
22,6,2016,17:00:00,0,260.99,4.116,-0.2,5.82,85.7
22,6,2016,18:00:00,0,255.19,3.472,-0.7,5.42,87.7
22,6,2016,19:00:00,0,255.28,3.519,-0.5,5.12,87.5
22,6,2016,20:00:00,0,264.11,3.711,-0.7,5.28,89
22,6,2016,21:00:00,0,256.66,3.203,-0.8,5.64,87.4
22,6,2016,22:00:00,0,263.88,2.701,-0.8,5.81,85.7
22,6,2016,23:00:00,0,269.99,1.722,-0.8,5.84,85.3
23,6,2016,00:00:00,0,271.7,1.72,-0.8,5.62,87.5
23,6,2016,01:00:00,0,293.57,2.172,-0.8,5.36,90.9
23,6,2016,02:00:00,0,318.5,1.276,-0.7,4.96,93.5
23,6,2016,03:00:00,0,294.61,0.895,-0.4,4.53,93.5
23,6,2016,04:00:00,0,295.27,1.363,-0.6,4.5,93.5
23,6,2016,05:00:00,0,276.15,1.499,-0.5,4.52,92.8
23,6,2016,06:00:00,0,302.24,1.353,-0.4,4,93.5
23,6,2016,07:00:00,0,316.28,0.881,6.2,3.96,94.6
23,6,2016,08:00:00,0,327.61,2.555,77.5,4.51,94.7
23,6,2016,09:00:00,0,315.08,2.581,116.6,4.95,94.6
23,6,2016,10:00:00,0,311.52,4.073,176,5.51,92
23,6,2016,11:00:00,0,320.66,5.316,226,6.23,90
23,6,2016,12:00:00,0,315.21,4.205,137.2,6.77,88.4
23,6,2016,13:00:00,0,313.34,4.719,141.1,7.18,86.4
23,6,2016,14:00:00,0,310.19,4.311,124.3,7.56,85.7
23,6,2016,15:00:00,0,324.13,4.163,33.2,7.34,89.2
23,6,2016,16:00:00,0,325.4,3.55,4.3,6.98,93.1
23,6,2016,17:00:00,0,326.73,4.879,-0.9,7.13,94.1
23,6,2016,18:00:00,0,319.85,5.025,-1.1,7.2,94.6
23,6,2016,19:00:00,0,329.17,5.308,-1.2,7.48,94.8
23,6,2016,20:00:00,0,309.16,7.152,-1.2,7.62,94.8
23,6,2016,21:00:00,0,285.31,6.391,-1.1,7.46,93.8
23,6,2016,22:00:00,0,287.25,7.811,-1.1,7.46,93.1
23,6,2016,23:00:00,0,290.52,6.672,-1.1,7.48,92.9
24,6,2016,00:00:00,0,285.77,7.33,-1.1,7.48,92.2
24,6,2016,01:00:00,0,282.96,7.641,-1,7.4,91.2
24,6,2016,02:00:00,0,271.25,5.695,-0.9,7.02,90
24,6,2016,03:00:00,0,274.59,5.156,-0.9,6.76,89.6
24,6,2016,04:00:00,0,292.15,5.285,-0.8,6.31,90.9
24,6,2016,05:00:00,0,279.82,5.308,-0.8,6.11,91.1
24,6,2016,06:00:00,0,290.55,5.939,-0.8,5.71,91.3
24,6,2016,07:00:00,0,260.38,4.901,1.3,4.83,90.1
24,6,2016,08:00:00,0,249.18,5.911,32.8,4.17,89.2
24,6,2016,09:00:00,0,255.24,5.939,169.2,4.07,87.4
24,6,2016,10:00:00,0,262.09,5.464,261.2,4.16,85.8
24,6,2016,11:00:00,0,261.05,6.496,379.6,4.4,81.9
24,6,2016,12:00:00,0,248.58,7.125,210.7,3.54,79.6
24,6,2016,13:00:00,0,249.51,4.38,101.4,2.93,82.8
24,6,2016,14:00:00,0,261.24,5.134,97.1,0.75,92.4
24,6,2016,15:00:00,0,250.78,7.859,124.9,2.56,84.9
24,6,2016,16:00:00,0,247.65,7.823,31.4,2.37,79.8
24,6,2016,17:00:00,0,233.56,6.723,0.6,2.19,78.6
24,6,2016,18:00:00,0,239.9,7.295,0,1.97,78
24,6,2016,19:00:00,0,235.13,5.546,0,1.77,79.6
24,6,2016,20:00:00,0,221.51,4.707,-0.1,1.31,82.4
24,6,2016,21:00:00,0,234.34,4.344,-0.1,1.3,82.4
24,6,2016,22:00:00,0,229.37,4.851,-0.2,1,83.1
24,6,2016,23:00:00,0,230.22,4.457,-0.2,0.74,85.1
25,6,2016,00:00:00,0,222.33,4.93,-0.2,0.8,81.8
25,6,2016,01:00:00,0,227.08,4.263,-0.3,0.44,81.1
25,6,2016,02:00:00,0,178.22,2.159,-0.2,0.31,83.5
25,6,2016,03:00:00,0,225.5,3.065,-0.3,0.1,81.2
25,6,2016,04:00:00,0,243.92,2.594,-0.4,-0.31,85.4
25,6,2016,05:00:00,0,223.29,2.084,-0.5,-0.75,85.7
25,6,2016,06:00:00,0,211.1,1.791,-0.5,-0.88,88.6
25,6,2016,07:00:00,0,206.62,1.937,8.5,-0.92,88.6
25,6,2016,08:00:00,0,220.74,2.452,140.5,-0.66,86.4
25,6,2016,09:00:00,0,199.48,1.398,377.3,0.42,82.1
25,6,2016,10:00:00,0,218,1.661,443.3,1.49,78.2
25,6,2016,11:00:00,0,206.63,1.521,573.7,2.14,74
25,6,2016,12:00:00,0,163.07,1.22,583.8,3.23,70.7
25,6,2016,13:00:00,0,194.13,2.504,547.1,3.78,67.9
25,6,2016,14:00:00,0,215.33,1.457,424.2,3.7,69.8
25,6,2016,15:00:00,0,183.19,1.535,223.6,3.02,73.8
25,6,2016,16:00:00,0,212.67,1.49,70.9,2.42,74.7
25,6,2016,17:00:00,0,209.75,1.05,1.1,0.87,80.9
25,6,2016,18:00:00,0,188.07,0.607,-0.3,0.8,83.9
25,6,2016,19:00:00,0,164.01,0.445,-0.2,0.57,87.9
25,6,2016,20:00:00,0,211.13,0.858,-0.1,1.04,86.5
25,6,2016,21:00:00,0,151.7,0.838,-0.1,1.01,88.4
25,6,2016,22:00:00,0,158.05,0.684,-0.4,0.23,90.1
25,6,2016,23:00:00,0,147.71,0.773,-0.4,0.07,89.9
26,6,2016,00:00:00,0,106.31,1.171,-0.6,-0.52,92.4
26,6,2016,01:00:00,0,120.61,1.381,-0.7,-1.31,94.1
26,6,2016,02:00:00,0,122.08,1.121,-0.8,-1.51,93.7
26,6,2016,03:00:00,0,130.41,0.698,-0.8,-1.78,92.5
26,6,2016,04:00:00,0,166.63,1.353,-0.8,-1.65,92.2
26,6,2016,05:00:00,0,141.78,1.6,-0.8,-1.94,91.3
26,6,2016,06:00:00,0,153.32,1.458,-0.8,-1.45,89.4
26,6,2016,07:00:00,0,159.71,1.397,17.3,-1.07,85.1
26,6,2016,08:00:00,0,148.77,1.256,111,0.71,77.3
26,6,2016,09:00:00,0,141.15,1.011,229.3,2.73,71.3
26,6,2016,10:00:00,0,109.86,0.92,329.3,4.46,60.9
26,6,2016,11:00:00,0,106.44,1.388,418.7,5.47,58.8
26,6,2016,12:00:00,0,210.54,0.719,279.7,6.15,57.3
26,6,2016,13:00:00,0,208.5,0.961,281.1,6.75,53.7
26,6,2016,14:00:00,0,312.49,1.415,135.3,6.12,62.5
26,6,2016,15:00:00,0,243.39,1.155,117.4,5.41,75.6
26,6,2016,16:00:00,0,275.79,0.994,22.9,4.82,79.1
26,6,2016,17:00:00,0,306.3,1.357,0.1,3.89,83.9
26,6,2016,18:00:00,0,306.82,2.002,-0.3,3.09,85.1
26,6,2016,19:00:00,0,286.32,1.184,-0.1,2.38,82.8
26,6,2016,20:00:00,0,151.3,0.731,0,1.99,85.3
26,6,2016,21:00:00,0,156.59,0.802,-0.1,2.05,86.1
26,6,2016,22:00:00,0,293.51,1.06,-0.2,2.23,86.2
26,6,2016,23:00:00,0,319.66,2.448,-0.1,2.1,85.5
27,6,2016,00:00:00,0,254.85,1.312,-0.1,1.43,86.4
27,6,2016,01:00:00,0,115.65,0.625,-0.1,1.14,88.8
27,6,2016,02:00:00,0,186.17,0.554,-0.1,1.2,88.7
27,6,2016,03:00:00,0,148.75,0.711,-0.2,0.68,92.1
27,6,2016,04:00:00,0,130.67,0.638,-0.2,0.37,92.8
27,6,2016,05:00:00,0,114.36,0.775,-0.2,0.32,93.2
27,6,2016,06:00:00,0,221.76,0.518,-0.2,0.34,93.4
27,6,2016,07:00:00,0,299.58,0.942,4.8,0.1,94.1
27,6,2016,08:00:00,0,282.51,0.928,53.6,0.31,94.3
27,6,2016,09:00:00,0,248.26,1.247,115.7,1.37,91.4
27,6,2016,10:00:00,0,211.39,1.534,187.5,1.89,88.8
27,6,2016,11:00:00,0,207.17,1.5,198.5,2.3,86.3
27,6,2016,12:00:00,0,226.6,2.321,215.3,2.55,85
27,6,2016,13:00:00,0,229.62,1.8,167.8,1.86,88.7
27,6,2016,14:00:00,0,211.73,1.788,103.5,1.56,89.7
27,6,2016,15:00:00,0,229.7,1.959,78.2,1.58,90.3
27,6,2016,16:00:00,0,216.04,1.899,14.9,1.54,90.8
27,6,2016,17:00:00,0,136.16,1.275,0.9,1.52,88.4
27,6,2016,18:00:00,0,149.61,1.681,-0.1,1.56,85.9
27,6,2016,19:00:00,0,229.72,3.374,-0.1,1.52,86.5
27,6,2016,20:00:00,0,208.22,2.792,-0.1,1.54,86.5
27,6,2016,21:00:00,0,204.45,1.947,0,1.74,86.4
27,6,2016,22:00:00,0,218.73,2.118,0,1.92,87.4
27,6,2016,23:00:00,0,208.27,1.84,-0.1,2.17,86.8
28,6,2016,00:00:00,0,203.39,2.118,-0.1,2.4,85.3
28,6,2016,01:00:00,0,181.39,1.404,-0.2,2.5,86.3
28,6,2016,02:00:00,0,239.02,1.71,-0.2,2.48,87.7
28,6,2016,03:00:00,0,201.85,1.808,-0.2,2.62,87.3
28,6,2016,04:00:00,0,168.7,1.823,-0.2,2.57,87.6
28,6,2016,05:00:00,0,201.33,1.649,0,2.43,89.8
28,6,2016,06:00:00,0,226.46,1.404,-0.1,2.63,91.8
28,6,2016,07:00:00,0,186.7,2.02,8.4,2.77,91.1
28,6,2016,08:00:00,0,163.39,1.894,41.3,3.24,90.2
28,6,2016,09:00:00,0,224.29,2.206,237.4,4.26,83.7
28,6,2016,10:00:00,0,145.89,1.744,178.6,4.78,82.6
28,6,2016,11:00:00,0,220.68,2.017,162,5.09,80.9
28,6,2016,12:00:00,0,211.02,1.896,251.6,5.68,76.1
28,6,2016,13:00:00,0,199.28,2.475,268.1,5.77,73.3
28,6,2016,14:00:00,0,219.18,2.044,286.3,5.8,73.9
28,6,2016,15:00:00,0,220.71,2.094,238.9,6.4,70.9
28,6,2016,16:00:00,0,204.51,1.673,118.1,6.25,72.2
28,6,2016,17:00:00,0,213.38,0.614,1.7,3.91,77
28,6,2016,18:00:00,0,214.92,1.093,0,3.18,84.3
28,6,2016,19:00:00,0,203.89,0.878,0,3.12,88.4
28,6,2016,20:00:00,0,144.92,0.751,-0.1,2.5,89.3
28,6,2016,21:00:00,0,109.26,0.874,-0.1,2.49,86.2
28,6,2016,22:00:00,0,197.05,0.725,-0.1,2.93,83.2
28,6,2016,23:00:00,0,170.68,1.453,-0.1,3.3,82.8
29,6,2016,00:00:00,0,115.58,1.509,-0.1,3.21,83.9
29,6,2016,01:00:00,0,122.14,1.286,-0.1,3.3,85.9
29,6,2016,02:00:00,0,111.95,1.486,-0.1,3.22,89.1
29,6,2016,03:00:00,0,137.77,1.024,-0.1,2.76,89.9
29,6,2016,04:00:00,0,105.11,1.122,-0.1,2.84,87.7
29,6,2016,05:00:00,0,91.41,2.038,-0.1,2.65,88.3
29,6,2016,06:00:00,0,86.89,1.126,-0.1,2.06,90.1
29,6,2016,07:00:00,0,99.95,1.271,13,1.59,90.8
29,6,2016,08:00:00,0,121.13,1.181,176.9,3.64,84
29,6,2016,09:00:00,0,120.52,1.729,358.3,6.33,74
29,6,2016,10:00:00,0,156.61,1.486,490,8.29,66.3
29,6,2016,11:00:00,0,100.4,1.442,569.5,9.3,54
29,6,2016,12:00:00,0,134.94,0.964,587.4,10.24,50
29,6,2016,13:00:00,0,249.57,0.846,542.1,11.79,45.1
29,6,2016,14:00:00,0,209.91,1.282,434.6,12.01,49.6
29,6,2016,15:00:00,0,306.55,1.557,280.2,11.28,59.3
29,6,2016,16:00:00,0,315.5,1.209,113,10.18,67
29,6,2016,17:00:00,0,279.58,0.732,2.6,7.53,78.1
29,6,2016,18:00:00,0,161.81,0.719,-0.3,5.3,88.5
29,6,2016,19:00:00,0,139.17,1.214,-0.1,3.21,92.4
29,6,2016,20:00:00,0,145.15,1.188,-0.2,2.34,93.4
29,6,2016,21:00:00,0,197.87,0.549,-0.1,3.95,94.8
29,6,2016,22:00:00,0,239.33,0.698,-0.2,3.75,92.6
29,6,2016,23:00:00,0,257.06,0.714,0,3.47,85.1
30,6,2016,00:00:00,0,266.85,0.639,-0.1,2.9,85.6
30,6,2016,01:00:00,0,279.85,0.627,-0.2,2.46,84.5
30,6,2016,02:00:00,0,255.48,0.616,-0.2,2.12,84.1
30,6,2016,03:00:00,0,220.67,0.431,-0.4,1.79,83.3
30,6,2016,04:00:00,0,238.91,0.522,-0.4,1.81,79.2
30,6,2016,05:00:00,0,244.36,0.407,-0.5,1.27,81.9
30,6,2016,06:00:00,0,261.47,0.631,-0.5,1.15,82.6
30,6,2016,07:00:00,0,298.35,1.566,14.4,1.52,85.5
30,6,2016,08:00:00,0,302.63,4.202,130.9,2.65,87.5
30,6,2016,09:00:00,0,306.93,4.991,161.1,3.62,89.7
30,6,2016,10:00:00,0,300.76,6.03,215.5,4.01,88
30,6,2016,11:00:00,0,311.53,5.089,256,4.32,85.6
30,6,2016,12:00:00,0,306,5.616,262.6,4.94,80.1
30,6,2016,13:00:00,0,312.19,4.84,216.5,5.18,80.7
30,6,2016,14:00:00,0,308.45,4.635,253.5,5.95,75.3
30,6,2016,15:00:00,0,315.04,5.219,187.2,5.88,74
30,6,2016,16:00:00,0,318.06,4.679,67.2,5.2,77.4
30,6,2016,17:00:00,0,312.81,4.701,3.5,4.31,82.6
30,6,2016,18:00:00,0,314.95,3.897,-0.2,3.59,87.2
30,6,2016,19:00:00,0,312.32,2.868,-0.3,3.83,88.7
30,6,2016,20:00:00,0,303.44,2.436,-0.4,4.01,89.1
30,6,2016,21:00:00,0,310.15,2.878,-0.5,4.18,91.2
30,6,2016,22:00:00,0,302.81,4.476,-0.5,4.53,92.6
30,6,2016,23:00:00,0,300.71,6.438,-0.5,4.41,92.5
1,7,2016,00:00:00,0.6,303.41,5.848,-0.5,4.25,91.6
1,7,2016,01:00:00,3.6,279.25,5.694,-0.5,4.27,91.3
1,7,2016,02:00:00,0.6,241.88,3.288,-0.2,3.18,88.8
1,7,2016,03:00:00,0,247.59,3.204,-0.2,2.99,87.5
1,7,2016,04:00:00,0,250.99,3.61,-0.2,2.95,84.6
1,7,2016,05:00:00,0.4,259.11,3.643,-0.1,2.59,83.7
1,7,2016,06:00:00,0,242.53,3.255,-0.1,2.54,83.4
1,7,2016,07:00:00,0,261.87,4.537,9.8,2.42,87.1
1,7,2016,08:00:00,0.6,266.64,4.206,71.4,2.53,91.3
1,7,2016,09:00:00,0.2,251.22,4.011,193.2,3.27,90.6
1,7,2016,10:00:00,0,236.64,3.879,242.5,3.84,88.8
