dd,mm,yy,hh,Rainfall (mm),Wind Dir. (Deg.),Av wind Speed m/s,Global Rad(W/Sq.M.),Air Temperature,Relative Humidity(%)
29,10,2016,03:00:00,0,110.11,0.916,-1.6,10.66,92.5
29,10,2016,04:00:00,0,150.69,0.879,-1.6,10.31,93.2
29,10,2016,05:00:00,0,185.55,1.083,11.2,10.28,93.7
29,10,2016,06:00:00,0,126.88,0.766,221.3,11.96,90.3
29,10,2016,07:00:00,0,198.82,0.823,449.3,14.94,80.1
29,10,2016,08:00:00,0,139.69,1.05,706.5,17.07,72.4
29,10,2016,09:00:00,0,277.33,1.774,832.1,17.95,69.3
29,10,2016,10:00:00,0,321.96,3.809,944.8,18.75,68.8
29,10,2016,11:00:00,0,310.97,4.085,1026,19.59,68.7
29,10,2016,12:00:00,0,291.14,3.274,1004.8,20.42,65.5
29,10,2016,13:00:00,0,319.01,4.01,970.6,20.82,60.4
29,10,2016,14:00:00,0,297.06,3.937,671.3,20.96,60.9
29,10,2016,15:00:00,0,315.64,3.872,638.7,21.1,60.4
29,10,2016,16:00:00,0,321.3,3.531,443.6,21.02,58.7
29,10,2016,17:00:00,0,314.38,2.141,192.9,20.51,61.3
29,10,2016,18:00:00,0,292.87,0.787,14.7,18.66,66.1
29,10,2016,19:00:00,0,187.95,0.319,-2.6,16.54,75.3
29,10,2016,20:00:00,0,167.4,1.002,-2.5,15.79,76.9
29,10,2016,21:00:00,0,102.27,1.435,-2.5,15.55,77.6
29,10,2016,22:00:00,0,83.15,1.245,-2.4,14.96,80.9
29,10,2016,23:00:00,0,150.77,0.736,-2.2,14.19,86.3
30,10,2016,00:00:00,0,159.49,0.648,-2.1,13.67,88.3
30,10,2016,01:00:00,0,162.35,1.33,-2,12.97,91.1
30,10,2016,02:00:00,0,143.26,1.079,-2,12.46,92.3
30,10,2016,03:00:00,0,146.38,1.091,-2,12.44,92.9
30,10,2016,04:00:00,0,147.78,1.007,-1.9,12.12,92.5
30,10,2016,05:00:00,0,214.85,0.785,20.3,12.53,93.3
30,10,2016,06:00:00,0,262.44,1.301,96.8,14.52,86
30,10,2016,07:00:00,0,307.34,1.636,208.2,15.89,80.3
30,10,2016,08:00:00,0,231.72,1.604,242.3,17.26,74.2
30,10,2016,09:00:00,0,333.73,4.284,300.2,18.05,68
30,10,2016,10:00:00,0,305.36,5.249,487.6,18.74,67.9
30,10,2016,11:00:00,0,325.22,5.863,484.5,18.97,69.9
30,10,2016,12:00:00,0,322.91,4.417,310.7,18.75,73.3
30,10,2016,13:00:00,0,318.04,3.961,223.5,18.9,75.4
30,10,2016,14:00:00,0.2,311.44,6.233,158.6,18.06,78.7
30,10,2016,15:00:00,2.2,316.92,4.302,105.5,16.7,86.6
30,10,2016,16:00:00,0.4,317.37,4.522,68.8,15.58,91.3
30,10,2016,17:00:00,0,313.09,4.559,64.1,15.37,92
30,10,2016,18:00:00,0,312.53,4.055,1.2,14.95,91.6
30,10,2016,19:00:00,0,313.41,5.181,-2.5,14.41,92.4
30,10,2016,20:00:00,0,300.23,4.226,-2.4,14.17,91.2
30,10,2016,21:00:00,0.2,299.12,4.775,-2.4,14.05,91.4
30,10,2016,22:00:00,3.4,297.17,3.605,-2.3,14.14,89.7
30,10,2016,23:00:00,1.8,289.53,4.621,-2.2,13.19,90.8
31,10,2016,00:00:00,0,267.15,2.847,-1.9,12.91,81.6
31,10,2016,01:00:00,0,202.83,2.922,-1.2,9.24,77
31,10,2016,02:00:00,0,208.89,3.068,-0.8,7.3,79.2
31,10,2016,03:00:00,0,212.72,1.955,-0.5,5.99,69.7
31,10,2016,04:00:00,0,194.32,1.799,-0.3,5.21,64.1
31,10,2016,05:00:00,0,194.19,1.212,10.7,4.45,64.8
31,10,2016,06:00:00,0,221.26,1.811,225.9,5.17,64.1
31,10,2016,07:00:00,0,224.97,2.603,488.4,6.14,56.3
31,10,2016,08:00:00,0,211.46,2.733,718.5,6.73,51.6
31,10,2016,09:00:00,0,216.93,2.029,899.3,7.77,48.3
31,10,2016,10:00:00,0,192.55,2.114,1019.9,9.02,48.4
31,10,2016,11:00:00,0,212.4,2.886,1078.1,9.9,48.5
31,10,2016,12:00:00,0,218.09,1.854,1074.4,10.68,47.2
31,10,2016,13:00:00,0,170.74,1.672,1004.5,11.14,46.2
31,10,2016,14:00:00,0,153.42,2.425,873.8,11.36,46.4
31,10,2016,15:00:00,0,202.55,1.393,684.8,11.28,46.4
31,10,2016,16:00:00,0,190.61,2.045,454.9,11,46
31,10,2016,17:00:00,0,185.11,1.014,213.4,10.29,47.4
31,10,2016,18:00:00,0,222.31,0.438,20.6,8.31,56
31,10,2016,19:00:00,0,174.47,0.559,-0.3,5.81,69.3
31,10,2016,20:00:00,0,175.61,0.806,-0.1,4.51,76.9
31,10,2016,21:00:00,0,174.27,1.023,-0.1,3.95,78.8
31,10,2016,22:00:00,0,151.23,1.161,-0.2,2.56,86.7
31,10,2016,23:00:00,0,163.44,1.186,-0.2,2.43,84.9
1,11,2016,00:00:00,0,174.77,1.29,-0.2,2.31,85
1,11,2016,01:00:00,0,175.54,1.185,-0.3,1.72,86.6
1,11,2016,02:00:00,0,154.79,0.997,-0.4,1.21,87.8
1,11,2016,03:00:00,0,151.2,0.598,-0.5,1.01,88.5
1,11,2016,04:00:00,0,176.18,0.9,-0.5,0.76,88
1,11,2016,05:00:00,0,152.53,0.881,13.5,0.35,89.8
1,11,2016,06:00:00,0,163.51,0.708,226.1,3.29,79.9
1,11,2016,07:00:00,0,99.83,2.258,490.2,7.56,60.3
1,11,2016,08:00:00,0,123.06,1.985,731.3,9.68,52.4
1,11,2016,09:00:00,0,176.41,1.9,912.4,11.34,46
1,11,2016,10:00:00,0,179.43,1.17,1013.5,12.03,44.6
1,11,2016,11:00:00,0,160.52,1.547,1074,12.94,43.7
1,11,2016,12:00:00,0,178.02,1.836,1080.5,13.56,42.6
1,11,2016,13:00:00,0,136.01,1.651,1039.4,14.14,44.2
1,11,2016,14:00:00,0,129.07,1.61,698.6,14.26,45
1,11,2016,15:00:00,0,207.96,2.111,687.2,14.5,44.9
1,11,2016,16:00:00,0,225.13,2.216,313.1,13.52,44.2
1,11,2016,17:00:00,0,237.05,2.236,186.9,13.17,44.9
1,11,2016,18:00:00,0,225.4,1.389,20.2,11.42,48.2
1,11,2016,19:00:00,0,223.8,0.639,-1.2,9.43,55
1,11,2016,20:00:00,0,209.86,1.079,-1.2,9.41,53
1,11,2016,21:00:00,0,225.07,1.391,-1.2,9.22,54
1,11,2016,22:00:00,0,219.49,1.752,-1.3,9.63,55.1
1,11,2016,23:00:00,0,217.02,1.721,-1.3,9.29,56.6
2,11,2016,00:00:00,0,213.55,1.908,-1,8.4,61.5
2,11,2016,01:00:00,0,186.95,1.297,-0.8,7.23,67.9
2,11,2016,02:00:00,0,118.92,0.586,-0.6,6.16,72.9
2,11,2016,03:00:00,0,152.33,0.487,-0.2,4.65,80.2
2,11,2016,04:00:00,0,183.3,0.513,-0.2,4.42,78.6
2,11,2016,05:00:00,0,190.5,0.629,10,5.57,70.2
2,11,2016,06:00:00,0,175.51,1.571,232.7,8.66,59.4
2,11,2016,07:00:00,0,218.39,1.992,486.2,10.45,54
2,11,2016,08:00:00,0,203.7,2.095,708.4,11.73,53.5
2,11,2016,09:00:00,0,230.37,2.562,882.9,12.64,49.6
2,11,2016,10:00:00,0,195.57,2.551,1006.1,13.5,49
2,11,2016,11:00:00,0,223.88,2.711,1068.1,14.25,50.2
2,11,2016,12:00:00,0,229.36,2.884,1065.4,14.95,49.1
2,11,2016,13:00:00,0,239.6,2.628,1018.3,15.37,48.8
2,11,2016,14:00:00,0,248.78,3.26,864.1,15.63,46.1
2,11,2016,15:00:00,0,244.41,2.98,675.8,15.87,46.8
2,11,2016,16:00:00,0,233.01,2.506,449,15.52,47.1
2,11,2016,17:00:00,0,218.98,2.57,213,14.94,46.7
2,11,2016,18:00:00,0,226.27,1.369,20.4,12.78,52.7
2,11,2016,19:00:00,0,226.06,1.148,-1.6,11.29,56.4
2,11,2016,20:00:00,0,191.98,0.771,-1.2,9.7,61.9
2,11,2016,21:00:00,0,169.84,0.841,-0.8,7.78,71.2
2,11,2016,22:00:00,0,182.58,0.803,-0.7,7.54,68.4
2,11,2016,23:00:00,0,163.24,1.016,-0.6,6.95,71.9
3,11,2016,00:00:00,0,154.88,0.926,-0.3,6.03,76.4
3,11,2016,01:00:00,0,155.64,1.121,-0.3,5.87,78.8
3,11,2016,02:00:00,0,180.49,0.968,-0.3,5.58,81.9
3,11,2016,03:00:00,0,176.7,0.929,-0.6,7.28,73.7
3,11,2016,04:00:00,0,160.12,1.185,-0.3,5.29,82.6
3,11,2016,05:00:00,0,143.54,0.852,12,5.46,83.3
3,11,2016,06:00:00,0,146.79,0.965,234.7,9.73,69.5
3,11,2016,07:00:00,0,152.48,1.035,485.6,13.28,58.2
3,11,2016,08:00:00,0,190.69,1.332,710.2,14.7,53.5
3,11,2016,09:00:00,0,205.38,1.428,889.6,15.35,49.7
3,11,2016,10:00:00,0,151.84,1.31,1015,16.3,48.1
3,11,2016,11:00:00,0,144.06,1.795,1075,17.58,45.8
3,11,2016,12:00:00,0,153.42,1.625,1071,18.38,43.8
3,11,2016,13:00:00,0,173.26,2.879,1007.9,18.86,40.1
3,11,2016,14:00:00,0,214.79,2.583,884.2,19.16,37.4
3,11,2016,15:00:00,0,238.65,2.798,692.2,18.99,38.5
3,11,2016,16:00:00,0,230.28,1.901,460.8,18.69,43.2
3,11,2016,17:00:00,0,197.33,0.891,219.1,18.08,45.9
3,11,2016,18:00:00,0,204.13,0.398,21.1,15.71,54
3,11,2016,19:00:00,0,190.31,1.042,-1.8,12.39,68.1
3,11,2016,20:00:00,0,168.24,1.067,-1.4,10.61,75.6
3,11,2016,21:00:00,0,171.66,1.24,-1.2,10.3,73.7
3,11,2016,22:00:00,0,152.38,1.555,-1,8.75,79.9
3,11,2016,23:00:00,0,172.05,1.519,-1,8.94,77.8
4,11,2016,00:00:00,0,162.66,1.464,-1,8.51,78.3
4,11,2016,01:00:00,0,156.31,1.323,-0.7,6.94,85
4,11,2016,02:00:00,0,146.11,1.647,-0.7,6.47,87.3
4,11,2016,03:00:00,0,147.84,1.751,-0.6,6.31,86.2
4,11,2016,04:00:00,0,149.66,1.045,-0.4,5.57,89.1
4,11,2016,05:00:00,0,159.88,1.436,16.6,6.83,82.6
4,11,2016,06:00:00,0,230.59,0.762,248.7,12.11,66.9
4,11,2016,07:00:00,0,249.75,2.02,496.4,15.91,45.4
4,11,2016,08:00:00,0,240.63,2.998,719.6,16.96,39.4
4,11,2016,09:00:00,0,227.7,3.355,899,17.75,36.4
4,11,2016,10:00:00,0,246.57,3.941,1022,18.31,36.2
4,11,2016,11:00:00,0,241.5,2.892,1074.8,18.86,38.6
4,11,2016,12:00:00,0,252.09,3.638,1076.6,19.47,36.9
4,11,2016,13:00:00,0,254.12,4.146,1010.4,20.04,34.5
4,11,2016,14:00:00,0,245.78,4.394,887.5,20.29,29.5
4,11,2016,15:00:00,0,256.06,3.62,697.2,20.56,31.3
4,11,2016,16:00:00,0,278.82,4.224,466.3,20.31,31
4,11,2016,17:00:00,0,275.94,3.233,224.7,19.69,29.6
4,11,2016,18:00:00,0,263.95,1.612,21.7,17.53,34.2
4,11,2016,19:00:00,0,237.25,1.438,-2.5,16.1,35.8
4,11,2016,20:00:00,0,190.15,1.221,-2.3,15.04,39.2
4,11,2016,21:00:00,0,221.84,0.768,-1.9,13.01,46.5
4,11,2016,22:00:00,0,275.37,1.239,-1.9,13.37,45.6
4,11,2016,23:00:00,0,266.51,1.504,-1.9,13.05,47.4
5,11,2016,00:00:00,0,260.59,2.063,-2,13.41,46.5
5,11,2016,01:00:00,0,266.15,1.5,-1.8,12.65,48.4
5,11,2016,02:00:00,0,241.27,0.866,-1.6,11.74,49.6
5,11,2016,03:00:00,0,267.84,1.694,-1.6,11.41,49.2
5,11,2016,04:00:00,0,268.92,3.941,-2.1,13.39,40.1
5,11,2016,05:00:00,0,251.88,5.258,19,12.45,48.5
5,11,2016,06:00:00,0,236.49,4.827,233.3,11.12,53.1
5,11,2016,07:00:00,0,236.45,4.249,493.8,10.84,48.8
5,11,2016,08:00:00,0,239.12,3.879,722.9,10.91,52.2
5,11,2016,09:00:00,0,222.55,4.129,907.2,10.74,54.6
5,11,2016,10:00:00,0,231.49,4.885,1007.8,10.83,52.3
5,11,2016,11:00:00,0,215.96,3.284,925.4,11.23,48.9
5,11,2016,12:00:00,0,217.39,4.157,1065.8,11.92,48.1
5,11,2016,13:00:00,0,228.34,3.901,1011.3,12.8,46.2
5,11,2016,14:00:00,0,243.52,4.496,881,13.21,44.8
5,11,2016,15:00:00,0,247.99,3.792,695.6,13.4,44.4
5,11,2016,16:00:00,0,244.26,4.282,466.3,13.22,41.6
5,11,2016,17:00:00,0,245.45,3.134,226,12.45,41.3
5,11,2016,18:00:00,0,255.7,1.896,23.1,10.72,45.5
5,11,2016,19:00:00,0,244.65,2.026,-1.3,9.42,48.9
5,11,2016,20:00:00,0,257.74,1.842,-1.3,9.39,48
5,11,2016,21:00:00,0,229.33,2.238,-1.4,9.44,47.3
5,11,2016,22:00:00,0,243.22,2.131,-1.4,9.52,46.7
5,11,2016,23:00:00,0,227.9,2.764,-1.3,9.35,47.4
6,11,2016,00:00:00,0,238.83,3.353,-1.3,9.32,48
6,11,2016,01:00:00,0,231.38,4.522,-1.3,9.1,49.2
6,11,2016,02:00:00,0,248.94,3.262,-1.2,8.8,51.1
6,11,2016,03:00:00,0,253.96,2.396,-1.1,8.27,54.5
6,11,2016,04:00:00,0,226.51,2.953,-1,8.1,55.5
6,11,2016,05:00:00,0,226.56,1.855,18.2,7.86,56.3
6,11,2016,06:00:00,0,258.55,3.151,239.4,8.97,51
6,11,2016,07:00:00,0,230.87,3.376,489,10.03,43.1
6,11,2016,08:00:00,0,229.61,2.336,708.6,10.74,45.4
6,11,2016,09:00:00,0,251.27,4.083,884.1,11.95,44.3
6,11,2016,10:00:00,0,248.44,4.133,1002.6,12.67,48.7
6,11,2016,11:00:00,0,241.67,3.704,1064.3,13.31,48.6
6,11,2016,12:00:00,0,246.71,4.072,1060.1,14.05,46.9
6,11,2016,13:00:00,0,245.41,3.947,992.1,14.92,44.2
6,11,2016,14:00:00,0,238.33,3.982,863,15.57,43.3
6,11,2016,15:00:00,0,241.24,4.502,672.3,16.03,41.7
6,11,2016,16:00:00,0,232.74,3.887,439.8,15.83,41.9
6,11,2016,17:00:00,0,235.78,3.051,215.1,15.28,43.9
6,11,2016,18:00:00,0,237,1.51,29,13.74,48.1
6,11,2016,19:00:00,0,225.1,1.838,-1.7,11.9,54.6
6,11,2016,20:00:00,0,196.8,1.469,-1.6,11.56,55.7
6,11,2016,21:00:00,0,177.64,1.081,-1.3,10.15,62.6
6,11,2016,22:00:00,0,164.34,1.266,-1.2,9.54,66
6,11,2016,23:00:00,0,160.56,0.983,-0.9,8.48,72
7,11,2016,00:00:00,0,153.72,0.842,-0.8,7.97,73.9
7,11,2016,01:00:00,0,163.92,1.308,-0.8,7.84,75.1
7,11,2016,02:00:00,0,166.35,1.119,-0.9,8.51,70.8
7,11,2016,03:00:00,0,144.06,0.671,-0.6,6.72,80.5
7,11,2016,04:00:00,0,140.6,1.038,-0.6,6.86,79
7,11,2016,05:00:00,0,158.6,0.537,19,8.04,73.9
7,11,2016,06:00:00,0,276.41,0.828,238.2,11.31,66.3
7,11,2016,07:00:00,0,313.34,2.357,483,14.88,56.2
7,11,2016,08:00:00,0,302.61,3.013,705.4,16.52,50.9
7,11,2016,09:00:00,0,315.01,3.858,883.5,17.9,46.1
7,11,2016,10:00:00,0,296.98,4.97,1005,18.99,44
7,11,2016,11:00:00,0,300.16,5.171,1065.2,19.66,45
7,11,2016,12:00:00,0,304.39,5.478,1063.7,20.32,45.1
7,11,2016,13:00:00,0,296.72,5.212,997.5,21.08,41.1
7,11,2016,14:00:00,0,316.54,4.678,870.8,21.61,40.3
7,11,2016,15:00:00,0,311.83,4.375,688.5,22.08,37.2
7,11,2016,16:00:00,0,309.76,4.684,462.3,22.13,34.3
7,11,2016,17:00:00,0,312.29,3.886,207.7,21.37,34.4
7,11,2016,18:00:00,0,309.19,1.515,12.3,18.98,39.9
7,11,2016,19:00:00,0,222.27,0.473,-2.6,16.53,45.8
7,11,2016,20:00:00,0,166.22,0.868,-2.2,15.32,49.8
7,11,2016,21:00:00,0,161.64,1.039,-2,14.22,53.2
7,11,2016,22:00:00,0,187.96,0.962,-2.2,14.67,49.4
7,11,2016,23:00:00,0,231.34,1.04,-2.5,15.86,42.4
8,11,2016,00:00:00,0,254.67,1.352,-2.5,15.87,41.6
8,11,2016,01:00:00,0,263.67,1.554,-2.5,15.92,40.3
8,11,2016,02:00:00,0,246.2,1.137,-2.5,15.72,40.4
8,11,2016,03:00:00,0,221.63,1.013,-2.5,15.7,40.6
8,11,2016,04:00:00,0,232.18,0.914,-2.5,15.56,41.7
8,11,2016,05:00:00,0,191.63,0.862,35.8,15.44,44.2
8,11,2016,06:00:00,0,212.7,0.643,92.9,16.67,46.5
8,11,2016,07:00:00,0,269.39,1.006,227.9,18.47,45.9
8,11,2016,08:00:00,0,300.33,2.639,682.3,20.79,37.9
8,11,2016,09:00:00,0,301.24,2.683,494.4,21.69,36.6
8,11,2016,10:00:00,0,310.57,2.934,913.2,22.33,37.1
8,11,2016,11:00:00,0,283.14,2.905,1129.3,24.21,37.1
8,11,2016,12:00:00,0,281.54,3.631,880.3,24.84,36.7
8,11,2016,13:00:00,0,263.53,3.149,574.8,23.83,36.1
8,11,2016,14:00:00,0,265.6,2.635,637.2,24.23,30.7
8,11,2016,15:00:00,0,276.12,2.832,311.7,22.94,32.3
8,11,2016,16:00:00,0,222.2,1.617,299.8,21.78,39.9
8,11,2016,17:00:00,0,94.52,0.684,128.6,21.17,41.8
8,11,2016,18:00:00,0,139.43,0.671,29.5,19.35,47.3
8,11,2016,19:00:00,0,164.78,0.707,-2.7,17.24,51.9
8,11,2016,20:00:00,0,162.32,1.209,-2.5,15.73,60.8
8,11,2016,21:00:00,0,183.8,0.831,-2.6,16.09,58.2
8,11,2016,22:00:00,0,250.72,1.415,-2.9,17.09,54.4
8,11,2016,23:00:00,0.4,146.54,1.823,-2.1,14.58,74.8
9,11,2016,00:00:00,0,159.02,0.859,-2,13.18,83.8
9,11,2016,01:00:00,0,178.77,1.084,-1.8,12.15,86.9
9,11,2016,02:00:00,0,173.63,1.228,-1.6,11.33,87.3
9,11,2016,03:00:00,0,173.81,1.289,-1.5,11.07,86
9,11,2016,04:00:00,0,159.2,1.097,-1.5,10.94,85
9,11,2016,05:00:00,0,150.82,0.996,33,10.85,85.8
9,11,2016,06:00:00,0,127.91,0.783,269.7,14.24,75.8
9,11,2016,07:00:00,0,248.04,0.947,455.3,17.59,65.6
9,11,2016,08:00:00,0,308.33,2.514,700.8,19.37,59.5
9,11,2016,09:00:00,0,302.39,4.616,582.6,18.65,61.4
9,11,2016,10:00:00,0,283.2,5.074,579.5,17.15,67.2
9,11,2016,11:00:00,0,280.77,2.987,566.7,17.05,66.9
9,11,2016,12:00:00,0,308.3,2.028,159.4,16.15,71.6
9,11,2016,13:00:00,0.4,299.1,2.679,103.2,15.31,76.8
9,11,2016,14:00:00,0.4,285.63,4.305,159.8,13.2,84.7
9,11,2016,15:00:00,0,306.08,3.748,308.6,13.88,85.3
9,11,2016,16:00:00,0,265.47,1.688,444.7,16.21,75.5
9,11,2016,17:00:00,0,294.22,1.394,244.9,17.11,67
9,11,2016,18:00:00,0,157.75,0.27,31.6,16.16,70
9,11,2016,19:00:00,0,160.14,0.595,-1.9,12.87,83.8
9,11,2016,20:00:00,0,249.75,0.747,-1.7,11.65,88.6
9,11,2016,21:00:00,0,203.07,0.621,-1.6,11.08,90.9
9,11,2016,22:00:00,0,165.32,0.65,-1.5,10.64,92.6
9,11,2016,23:00:00,0,204.08,0.913,-1.6,10.62,92.9
10,11,2016,00:00:00,0,263.69,1.135,-1.7,10.81,92.8
10,11,2016,01:00:00,0,144.62,0.749,-1.6,11.21,91.7
10,11,2016,02:00:00,0,71.65,0.78,-1.6,10.73,93
10,11,2016,03:00:00,0,235.22,0.719,-1.6,10.28,93.7
10,11,2016,04:00:00,0,270.21,1.233,-1.5,10.16,94
10,11,2016,05:00:00,0.2,299.19,1.957,31.3,10.68,94.2
10,11,2016,06:00:00,0,283.4,3.319,182.6,12.56,91.6
10,11,2016,07:00:00,0,282.19,3.265,479.4,14.04,85.8
10,11,2016,08:00:00,0,284.14,3.195,719.6,15.9,77.6
10,11,2016,09:00:00,0,293.6,2.856,847.3,17.91,63.2
10,11,2016,10:00:00,0,253.68,3.543,1007.5,19.01,49.8
10,11,2016,11:00:00,0,241.58,3.383,1134.1,19.56,49.5
10,11,2016,12:00:00,0,241.84,3.342,851.5,19.92,45.5
10,11,2016,13:00:00,0,240.67,3.319,850,19.89,44.1
10,11,2016,14:00:00,0,255.91,3.592,682.9,20.48,39.7
10,11,2016,15:00:00,0,242.64,3.702,657.8,20.84,35.7
10,11,2016,16:00:00,0,224.4,2.339,411.8,20.4,35.1
10,11,2016,17:00:00,0,235.24,2.232,222.6,19.83,35.5
10,11,2016,18:00:00,0,215.99,1.021,21.7,17.8,38.5
10,11,2016,19:00:00,0,174.55,0.885,-2.2,14.83,50.2
10,11,2016,20:00:00,0,186.18,1.074,-1.7,12.34,59.8
10,11,2016,21:00:00,0,167.85,0.788,-1.5,11.26,65.7
10,11,2016,22:00:00,0,155.59,0.932,-1.3,10.56,69.8
10,11,2016,23:00:00,0,193.03,1.199,-1.4,10.53,69.9
11,11,2016,00:00:00,0,187.75,1.151,-1.5,11.24,64.9
11,11,2016,01:00:00,0,171.2,1.345,-1.6,11.76,61.8
11,11,2016,02:00:00,0,171.77,1.492,-1.5,11.08,66.7
11,11,2016,03:00:00,0,168.03,1.244,-1.4,10.42,69.8
11,11,2016,04:00:00,0,164.67,1.275,-1.3,10.41,69.9
11,11,2016,05:00:00,0,151.24,1.144,29.9,10.22,75.9
11,11,2016,06:00:00,0,177.68,0.738,248.9,14.14,67.5
11,11,2016,07:00:00,0,305.53,0.952,483.9,18.24,48
11,11,2016,08:00:00,0,302.77,2.116,712.8,19.97,39.9
11,11,2016,09:00:00,0,266.95,1.983,935.8,21.17,38
11,11,2016,10:00:00,0,300.41,2.422,1020,21.78,36.6
11,11,2016,11:00:00,0,292.6,2.847,1081,22.28,40.8
11,11,2016,12:00:00,0,288.03,2.73,1086.6,23.17,38.6
11,11,2016,13:00:00,0,268.35,2.174,1015.9,24.13,36.7
11,11,2016,14:00:00,0,294.12,2.321,911.9,24.5,36.5
11,11,2016,15:00:00,0,291.31,2.511,679.6,24.52,36.4
11,11,2016,16:00:00,0,295.67,2.019,486.4,23.95,36.9
11,11,2016,17:00:00,0,317.66,1.839,225.2,23.14,39.2
11,11,2016,18:00:00,0,302.78,1.45,26.3,21.44,45
11,11,2016,19:00:00,0,151.34,0.275,-3.1,18.95,54.5
11,11,2016,20:00:00,0,209.26,0.429,-3,18.15,58.9
11,11,2016,21:00:00,0,228.86,0.476,-3.1,18.52,59.4
11,11,2016,22:00:00,3.4,167.42,1.242,-2.8,17.3,73.2
11,11,2016,23:00:00,15.6,209.51,2.118,-2.5,15,89.5
12,11,2016,00:00:00,2.8,182.36,1.968,-2.6,15.11,90.3
12,11,2016,01:00:00,9.2,261.65,1.913,-2.6,15.11,91
12,11,2016,02:00:00,3.4,152.66,0.975,-2.5,14.81,93
12,11,2016,03:00:00,10,238.69,2.498,-2.4,14.68,89.9
12,11,2016,04:00:00,5,263.59,1.783,-2.3,14.07,88.3
12,11,2016,05:00:00,0.2,272.68,1.83,5.1,14.06,89.1
12,11,2016,06:00:00,0,299.85,2.761,77.7,14.49,87.6
12,11,2016,07:00:00,0,301.52,4.857,302.5,15.72,81.9
12,11,2016,08:00:00,0,287.53,4.025,702.8,18.4,76
12,11,2016,09:00:00,0,281.72,6.542,849.6,20.11,73
12,11,2016,10:00:00,0,275.5,6.522,951.5,21.23,72.6
12,11,2016,11:00:00,0,281.88,6.331,955.3,21.83,69.8
12,11,2016,12:00:00,0,287.27,5.393,955.7,22.55,66.1
12,11,2016,13:00:00,0,289.59,6.221,880.3,22.78,62.3
12,11,2016,14:00:00,0,278.94,4.594,693.1,22.41,59.8
12,11,2016,15:00:00,0,280.78,5.379,624.1,22.66,45.7
12,11,2016,16:00:00,0,273.06,4.95,439.5,22.67,40.9
12,11,2016,17:00:00,0,261.52,3.65,230.3,22.26,40.6
12,11,2016,18:00:00,0,250.74,3.82,33.2,20.91,36.3
12,11,2016,19:00:00,0,257.98,2.872,-3.2,19.45,34.7
12,11,2016,20:00:00,0,252.56,2.731,-3.1,18.57,37.3
12,11,2016,21:00:00,0,241.92,1.965,-2.8,17.57,38.9
12,11,2016,22:00:00,0,240.99,2.137,-2.7,16.95,35.3
12,11,2016,23:00:00,0,229.55,1.669,-2.5,15.79,41.4
13,11,2016,00:00:00,0.2,211.99,0.922,-1.9,13.52,55.7
13,11,2016,01:00:00,0,149.67,0.853,-1.5,11.52,66.3
13,11,2016,02:00:00,0,136.09,1.289,-1.2,10.07,74.3
13,11,2016,03:00:00,0,158.38,1.451,-1,8.71,80
13,11,2016,04:00:00,0,161.03,1.023,-0.8,8.8,78.7
13,11,2016,05:00:00,0,185.08,0.53,43.5,10.21,71
13,11,2016,06:00:00,0,262.25,1.909,264.3,13.39,60.7
13,11,2016,07:00:00,0,255.34,3.7,503.4,14.49,58.1
13,11,2016,08:00:00,0,244.98,3.002,684.1,14.54,62.6
13,11,2016,09:00:00,0,257.49,3.607,996.5,14.56,64.9
13,11,2016,10:00:00,0,252.63,4.632,789.9,13.69,69.1
13,11,2016,11:00:00,0,266.33,5.01,969.5,13.82,65.1
13,11,2016,12:00:00,0,286.39,6.513,1106.3,15,50.7
13,11,2016,13:00:00,0,268.44,5.026,591.5,14.34,47.5
13,11,2016,14:00:00,0,267.89,5.509,435.9,13.93,47.4
13,11,2016,15:00:00,0,272.97,6.019,276.3,13.5,51.7
13,11,2016,16:00:00,0,267.86,5.47,317.7,12.31,59.1
13,11,2016,17:00:00,0,264.67,5.848,89,11.94,56
13,11,2016,18:00:00,0.6,265.1,4.279,11.3,10.48,68
13,11,2016,19:00:00,0,256.67,2.99,-1.2,8.55,81.6
13,11,2016,20:00:00,0.4,268.57,2.92,-1.3,8.72,84.1
13,11,2016,21:00:00,1.4,263.6,4.534,-1.2,8.37,86.6
13,11,2016,22:00:00,0.2,261.08,5.022,-1.2,7.87,87.2
13,11,2016,23:00:00,1.2,271.18,4.996,-1.2,7.81,89.7
14,11,2016,00:00:00,1.2,261.25,4.496,-1.2,7.81,90.4
14,11,2016,01:00:00,2,264.6,5.166,-1.2,7.81,90.3
14,11,2016,02:00:00,1.6,255.56,3.867,-1.2,7.68,90.2
14,11,2016,03:00:00,1,252.02,3.167,-1.2,7.77,89.8
14,11,2016,04:00:00,0.8,257.82,2.961,-1.2,7.72,90
14,11,2016,05:00:00,0.6,250.1,2.726,22.5,7.75,90.1
14,11,2016,06:00:00,0.8,250.81,2.479,83.7,8.02,90.2
14,11,2016,07:00:00,0.4,244.46,2.443,253.8,8.61,89.4
14,11,2016,08:00:00,0,246.44,2.957,299.7,9.15,87.9
14,11,2016,09:00:00,0.2,250.49,2.605,439.8,10.04,85.8
14,11,2016,10:00:00,0,242.6,3.017,721.5,11.22,81.5
14,11,2016,11:00:00,0,242.24,3.26,665.9,11.43,78.2
14,11,2016,12:00:00,1.4,230.2,2.916,465.5,10.86,81.2
14,11,2016,13:00:00,0.2,218.21,2.661,576.1,10.6,82.1
